ประเภษ,THP,USP,EUHM,รายการโรค,Test 70,Test 40,Test 80,ซื่อวัตถุ,ชื่อวิทยาศาสตร์ ,ซื่อวงศ์/อื่น,ลักษณะและชนิด,ส่วนที่ใช้,เย็น,ร้อน,สขุม,ฝาด,หวาน,ขม,เผ็ด,มัน,หอม,เค็ม,เปรี้ยว,เมา,เบื่อ,จืด,อื่น,สรรพคุณ,สารสาคัญและฤทธิ์ทางเภสัชวิทยา,วิธีใช้,ข้อห้าม หรือ ควรระวัง,ฮื่นๆ,MEdchinA
ต้น,,,,,,,,กรัก (แก่นขนุนละมุด),Artocarpus heterophyllus Lam.,Jack fruit tree,,ใบ,,,,●,,,,,,,,,,,,เผาเป็นถ่าน (รสเขน ฝาค} ผสมน้ำปูนใสหยอคหู แก้หูน้ำหนวก,,,,,
ต้น,,,,,,,,กรัก (แก่นขนุนละมุด),Artocarpus heterophyllus Lam.,Jack fruit tree,,ใส่ในลูก,,,,●,●,,,,●,,,,,,,แก้เลือดตกทวารเบาสตรี กินแล้วทำให้เลือดหยุด,,,,,
ต้น,,,,,,,,กรัก (แก่นขนุนละมุด),Artocarpus heterophyllus Lam.,Jack fruit tree,,ราก,,,,,,●,,,,,,,,,,แก้ท้องผูก บำรุงธาตุ บำรุงกำดัง บำรุงเส้นผมให้ดกดำ บำรุงผิวหนงให้สดชื่น,,,,,
ต้น,,,,,,,,กราวต้น,Butea frondosa Wild,"Bengal Kino, Flame of the forest",ไม้ยืนต้น,ดอก,●,,,,,,,,,,,,,,,ถอนพิษไข้ ผสมยาหยอดตาแก้ตาฟาง ขับปัสสาวะ,,,,,
ต้น,,,,,,,,กราวต้น,Butea frondosa Wild,"Bengal Kino, Flame of the forest",ไม้ยืนต้น,ยาง,,,,●,,,,,,,,,,,,แก้ท้องร่วง,,,,,
ต้น,,,,,,,,กราวต้น,Butea frondosa Wild,"Bengal Kino, Flame of the forest",ไม้ยืนต้น,ใบ,●,,,,,,,,,,,,,,,ตำพอกถอนพิษฝีและสิว,,,,,
ต้น,,,,,,,,กราวต้น,Butea frondosa Wild,"Bengal Kino, Flame of the forest",ไม้ยืนต้น,เมล็ด,,,,,,,,,,,,●,●,,,ขับพยาธิไส้เดือน,,,,,
ต้น,,,,,,,,กราวต้น,Butea frondosa Wild,"Bengal Kino, Flame of the forest",ไม้ยืนต้น,ราก,,●,,,,,,,,,,●,,,,แก้ท้องอืดเฟ้อ ขับพยาธิ แก้ริดสีดวงทวาร,,,,,
ต้น,,,,,,,●,กรุงเขมา,,,,ราก,●,,●,,,,,,●,,,,,,,แก้ไข้ที่มีพิษร้อน บำรุงร่างกาย แก้ดีซ่าน,,,,,
ต้น,,,,,●,,,กฤษณา,Aquilaria agaitocha Roxb.,AGARWOOD ALOEWOOD,โม้หอม โม้ต้นขนาดย่อม ถึงขนาดกลาง,เนื้อไม้,,,,,●,●,,,,,,,,,,บำรุงโลหิต หัวใจ ตับ ปอด แก้ลมหน้ามืดวิงเวียน,,โม้หอม โม้ต้นขนาดย่อม ถึงขนาดกลาง,,,
ต้น,,,,,,,,กลัปพฤกษ์,Cassia nodosa Buch.Ham. ex Roxb,LEGUMINOSAE (FABACEAE) - CAESALPINIOSDEAE,,เนื้อในฝัก,,,,,●-,●,,,,,,,,,เอียน,ระบายท้อง แก้อุจจาระ เป็นพรรดึก และระบายท้องเด็กได้ดี,,,,,
ต้น,,,,,,,●,กวาวเครือขาว,,,,เปลือกเถา,●,,,,,,,,,,,●,●,,,แก้พิษงู,,,,,
ต้น,,,,,,,●,กวาวเครือขาว,,,,หัว,●,,,,,,,,,,,●,●,,,บำรุงเนื้อหนังให้เต่งตึง บำรุงสุขภาพ,,,,,
ต้น,,,,,,,●,กวาวเครือแดง,,,,เปลือกเถา,●,,,,,,,,,,,●,●,,,แก้พิษงู,,,,,
ต้น,,,,,,,●,กวาวเครือแดง,,,,หัว,●,,,,,,,,,,,●,●,,,บำรุงเนื้อหนังให้เต่งตึง บำรุงสุขภาพ,,,,,
ต้น,,,,,,,,กอมขม:ดีงูต้น,Picrasma javanica Blume,Simaroubaceae,ไม้ยืนต้นขนาดกลาง สูง20เมตรได้,เนื้อไม้,,,,,,●,,,,,,,,,,แก้ไข้จับสั่น แก้ไข้ตัวร้อน,,,,,
ต้น,,,,,,,,กอมขม:ดีงูต้น,Picrasma javanica Blume,Simaroubaceae,ไม้ยืนต้นขนาดกลาง สูง20เมตรได้,เปลือกต้น,,,,,,●+,,,,,,,,,,แก้ไข้จับสั่น(มาลาเสีย) ไข้ป้าง ไข้ทุกชนิด,,,,,
ต้น,,,,,,,●,กะทือ,,,,หัว เหง้า,,,,,,●,,,,,,,,,ขื่น,บำรุงน้ำนม ขับลม ขขขับปัสสาวะ,,,,,
ต้น,,,,,,,●,กะเม็ง,,,,ราก,,,,,,,,,,,,,,,เอียน,ขับลมในกระเพาะและลำไส้,,,,,
ต้น,,,,,,,●,กะเม็ง,,,,ต้น,,,,,,,,,,,,,,,เอียน,บำรุงโลหิต แก้จุกเสียดแน่นเฟ้อ,,,,,
ต้น,,,,,,,●,กะเม็ง,,,,ดอก,,,,,,,,,,,,,,,เอียน,แก้ดีซ่าน แก้ตับอักเสบ,,,,,
ต้น,,,,,,,,กะลำพัก,Euphorbia antiquorum L.,"Malayan spurge tree, Mllkbush",ไม้ยืนค้นขนาดเล็กจำพวกเดียวกับตะบองเพชรต้นสลัดไดที่แก่จัดและมีอายุ10 ปืขี้นไปจะยืนต้นตาย ทำให้เกิดเป็นแก่นแข็งๆ ซึ่งมีลักษณะเหมือนไม้แห้งๆ สีน้ำตาล และมีกลิ่นหอม,แก่นไม้,,,,,,●,,,●,,,,,,,แก้ไข แก้ลม แก้พิษเสมหะ บำรุงหัวใจ,,ไม้ยืนค้นขนาดเล็กจำพวกเดียวกับตะบองเพชรต้นสลัดไดที่แก่จัดและมีอายุ10 ปืขี้นไปจะยืนต้นตาย ทำให้เกิดเป็นแก่นแข็งๆ ซึ่งมีลักษณะเหมือนไม้แห้งๆ สีน้ำตาล และมีกลิ่นหอม,,,
ต้น,,,,,,,,กะลำพัก,Euphorbia antiquorum L.,"Malayan spurge tree, Mllkbush",,ยาง,,,,,,,,,,,,●,●,,,กัดหูด ฆ่าพยาธิ,,,,,
ต้น,,,,,,,,กันเกรา,Fagraea fragrans Roxb.,TEMBUSA,โมยืนต้นขนากลางถึงใหญ่,แก่น,,,,●,,●,,,,,,,,,เฝื่อน,แก้ไข้จับสั่นบำรุงธาตุ แก้หืดไอมองคร่อ ริดสีดวง ท้องมาน แน่นหน้าอก ท้องเดิน มูกเลือด แก้พิษฟิกาฬ บำรุงม้าม บำรุง โลหิต แก้ปวดแสบ ปวดร้อน เป็นยาอายุวัฒนะ,,โมยืนต้นขนากลางถึงใหญ่,,,
ต้น,,,,,,,,กัลปังหา,Gorgonid sp,"Gorgonians, See fan, See whip",เป็นสัตว์สงวนตาม พ.ร.บ.สงวนและคุ้มครองสัตว์ป้า พ.ศ.2535 ทางการแพทย์แผนไทยจัดอยู่ในกลุ่มเป็นไม้พุ่มขนาดย่อม,เนื้อโม้ (ต้น),,,,●,,,,,,,,,,,,สมานแผล แก้เนื้อหนังฉีกฃาด แก้บาดแผลตามเนื้ออ่อน,,เป็นสัตว์สงวนตาม พ.ร.บ.สงวนและคุ้มครองสัตว์ป้า พ.ศ.2535 ทางการแพทย์แผนไทยจัดอยู่ในกลุ่มเป็นไม้พุ่มขนาดย่อม,,,
ต้น,,,,,,,,ก้ามกุ้ง ก้ามปู ฉำฉา,Samanea saman(Jacq) Merr.,Rain tree,ไม้ยืนต้น,เมล็ด,,,,,,,,,,,,●,,,,แก้กลาก เกลื้อน โรคเรื้อน,,,,,
ต้น,,,,,,,,ก้ามกุ้ง ก้ามปู ฉำฉา,Samanea saman(Jacq) Merr.,Rain tree,ไม้ยืนต้น,เปลือกต้น,,,,●,,,,,,,,,,,,แก้ปากเปื่อยเป็นแผล แก้เหงือกบวม แก้ปวดฟัน แก้ท้องร่วง แก้ริดสีดวงทวาร,,,,,
ต้น,,,,,,,,ก้ามปู จามจุรี คาง,Albizia lebbek Benth.,Legminosae(Fabaceae) Mimosoideae,ไม้ยืนต้น,เมล็ด,,,,,,,,,,,,●,,,,แก้กลาก เกลื้อน โรคเรื้อน,,,,,
ต้น,,,,,,,,ก้ามปู จามจุรี คาง,Albizia lebbek Benth.,Legminosae(Fabaceae) Mimosoideae,ไม้ยืนต้น,เปลือกต้น,,,,●,,,,,,,,,,,,แก้ปากเปื่อยเป็นแผล แก้เหงือกบวม แก้ปวดฟัน แก้ท้องร่วง แก้ริดสีดวงทวาร,,,,,
ต้น,,,,,,,,การบูร ขาว-ดำ,Cinnamomum camphora(L.) J.S. Presl.,LAURACEAE,,เมล็ดใน,,,,●,,,,,,,,,,,,แก้บิด ท้องร่วง ปวดเบ่ง คุมธาตุ,,,,,
ต้น,,,,,,,,การบูร ขาว-ดำ,Cinnamomum camphora(L.) J.S. Presl.,LAURACEAE,,เปลือกต้น,,,,●,,,,,,,,,,,,คุมธาตุ สมานแผล,,,,,
ต้น,,,,,,,,การพลู,Syzygium aromaticm (L.) Merr. & L.M.Perry,Clove,ไม้ยืนต้นขนาดกลาง,ดอก,,●,,,,,,,,,,,,,,บำรุงธาตุ แก้ปวดท้อง แน่น จุกเสียด แก้รำมะมาด แก้พวดฟัน แก้ปวดท้อง ท้องขึ้น แก้ท้องร้วง ชุบลำสีอุดฟันแก้ปวดฟัน,,,,,
ต้น,,,,,,,,การพลู,Syzygium aromaticm (L.) Merr. & L.M.Perry,Clove,ไม้ยืนต้นขนาดกลาง,น้ำมัน,,●,,,,,,,,,,,,,,ทาผิวหนังใช้ชา ระงับกระตุก ตะคริว ขับผายลม,,,,,
ต้น,,,,,,,,การะเกด,Pandanus tectorius Blume,Screw Pine,ไม้พุ่นถึ่งไม่ต้น ลำต้นมักแตกกิ่งก้าน,ดอก,,,,,,●,,,●,,,,,,,แก้โรคเสมหะในอก บำรุงธาตุ ใช้ผสมยาหอม,,,,,
ต้น,,,,,,,,กาสามปีก (เกล็ดปลาช่อน),Phyllodium Pulchellum(lour.)Desv,Legminosae-Papilionaceae,ไม้พุ่นขนาดกลางสูงประมาณ2-3เมตร,ใบ,,,,,,,,,,,,,,●,,แก้ใข้,,,,,
ต้น,,,,,,,,กาสามปีก (เกล็ดปลาช่อน),Phyllodium Pulchellum(lour.)Desv,Legminosae-Papilionaceae,ไม้พุ่นขนาดกลางสูงประมาณ2-3เมตร,เปลือกราก,,,,●-,,,,,,,,,,●-,,แก้ปวด แก้เคล็ดบวม,,,,,
ต้น,,,,,,,,กำจัด,Zanthoxylum limonella(Dennst.) Alsoton.,Rutaceae,ไม้ยืนต้น มีหนามแหลมตามลำต้นและกิ่ง,เมล็ด,,,●,,,,,,●,,,,,,,แก้ลมวิงเวียน บำรุงโลหิด บำรุงหัวใจ ขับลมในลำไส้,,,,,
